date,day,gender,age,sido,region,dong,type,call,rain,gangsu,temperature,holiday
20190316,토,여,10대,서울특별시,서대문구,홍제동,치킨,6,0,0,3,0
20190316,토,남,20대,서울특별시,서대문구,홍제동,치킨,19,0,0,3,0
20190316,토,남,10대,서울특별시,서대문구,홍제동,치킨,12,0,0,3,0
20190316,토,여,20대,서울특별시,서대문구,홍제동,치킨,16,0,0,3,0
20190316,토,남,30대40대,서울특별시,서대문구,홍제동,치킨,60,0,0,3,0
20190316,토,여,30대40대,서울특별시,서대문구,홍제동,치킨,100,0,0,3,0
20190316,토,남,50대이상,서울특별시,서대문구,홍제동,치킨,23,0,0,3,0
20190316,토,여,50대이상,서울특별시,서대문구,홍제동,치킨,35,0,0,3,0
